,id,title,genre,original_price,discounted_price,release_date,developer,publisher,overall_rating,overall_vote_count,recent_rating,recent_vote_count,metacritic_score,tags,awards,description,platforms,minimum_requirements,recommended_requirements,similar_games
683,6910,Deus Ex: Game of the Year Edition,Action,₹ 319,₹ 319,"22 Jun, 2000",Ion Storm,Square Enix,Very Positive,186,Very Positive,7095,90,"['Cyberpunk', 'RPG', 'Stealth', 'Masterpiece', 'Classic', 'FPS', 'Sci-fi', 'Cult Classic', 'Action', 'Singleplayer', 'Dystopian', 'Inventory Management', 'Story Rich', 'Immersive Sim', 'Great Soundtrack', 'First-Person', 'Atmospheric', 'Moddable', 'Conspiracy', 'Action RPG']",,,['win'],,,"[337000, 238010, 220, 17410, 6920, 6060, 2600, 613830, 8870, 70, 238210, 7670, 1058020, 32370, 201810, 243000, 6000, 6030]"
684,1071870,Biped,Action,₹ 628,₹ 628,"26 Mar, 2020",NEXT Studios,"NEXT Studios, bilibili, META Publishing",Very Positive,135,Very Positive,1392,75,"['Adventure', 'Co-op', 'Local Co-Op', 'Action', 'Strategy', 'Funny', 'Puzzle', 'Physics', 'Puzzle Platformer', '3D Platformer', 'Robots', 'Comedy', 'Casual', 'Local Multiplayer', 'Singleplayer', '3D', 'Cartoony', 'Controller', 'Indie', 'Simulation']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/1071870/extras/indiecade_europe_Audience-Choice.png?t=1590737136""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/1071870/extras/indiecade_america.png?t=1590737136""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/1071870/extras/indieprize_asia.png?t=1590737136""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/1071870/extras/sxsw.png?t=1590737136""> </img></img></img></img></div>",,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 / 8.1 / 10', 'Processor: i3 Sandy Bridge Dual Core or Equivalent', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 660', 'Storage: 8 GB available space', 'Additional Notes: Controller recommended']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 / 8.1 / 10', 'Processor: i5 Sandy Bridge Dual Core or Equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 960', 'Network: Broadband Internet connection', 'Storage: 8 GB available space', 'Additional Notes: Controller recommended']","[477160, 620, 400, 32440, 508440, 204360, 690640, 238460, 217200, 238370, 32510, 200170, 859570, 1216320, 438640, 35130, 332570, 42910]"
685,47870,Need For Speed: Hot Pursuit,Racing,₹ 999,₹ 999,"16 Nov, 2010",Criterion Games,Electronic Arts,Very Positive,395,Very Positive,15498,86,"['Combat Racing', 'Racing', 'Sports', 'Driving', 'PvP', 'Automobile Sim', 'Third Person', 'Arcade', 'First-Person', 'Open World', 'Simulation', 'Atmospheric', 'Adventure', 'Co-op', 'Online Co-Op', 'Action', 'Multiplayer', 'Singleplayer', 'Controller', 'Great Soundtrack']",,,['win'],,,"[1222680, 1262540, 1262600, 646910, 378860, 244210, 266410, 690790, 228380, 271590, 645630, 928600, 284160, 675010, 211500, 270880, 1238080, 227300]"
686,2820,X3: Terran Conflict,Action,₹ 519,₹ 519,"16 Oct, 2008",Egosoft,Egosoft,Mostly Positive,15,Very Positive,1554,73,"['Space', 'Simulation', 'Sandbox', 'Sci-fi', 'Strategy', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Action', 'Capitalism', 'Flight', 'Great Soundtrack', '4X', 'Moddable', 'Exploration', 'Masterpiece', 'Atmospheric', 'Management']",,"It is the year 2938. The long wished-for encounter of the X Universe and the Earth holds both joy and sorrow for the people. Despite flourishing trade, the clash of the diverse races, cultures and life forms creates new tensions, mistrust and open conflict that need to be overcome!","['win', 'mac', 'linux']","['OS: Windows 10 / 8 / 7 / Vista SP1 / XP SP2', 'Processor: Pentium® IV or AMD® equivalent at 2.0 GHz', 'Memory: 1 GB RAM', 'Graphics: 256 MB 3D DirectX 9 Compatible video card (not onboard) with Pixel Shader 1.1 support', 'Hard Drive: 10GB of free space', 'Sound: Soundcard (Surround Sound support recommended)']","['OS: Windows 10 / 8 / 7 / Vista SP1', 'Processor: Intel® Core™ 2 Duo or AMD® equivalent at 2.0 GHz', 'Memory: 3 GB RAM', 'Graphics: 256 MB 3D DirectX 9 Compatible video card (not onboard) with Pixel Shader 3.0 support', 'Hard Drive: 10GB of free space', 'Sound: Soundcard (Surround Sound support recommended)']","[392160, 359320, 1161580, 8500, 220200, 445220, 281990, 275850, 17390, 383840, 979110, 383120, 464920, 718850, 24720, 457140, 648350, 294100]"
687,6920,Deus Ex: Invisible War,Action,₹ 319,₹ 319,"5 Mar, 2004",Ion Storm,Square Enix,Mixed,29,Mixed,1152,80,"['Cyberpunk', 'Action', 'FPS', 'RPG', 'Sci-fi', 'Stealth', 'Singleplayer', 'Immersive Sim', 'Transhumanism', 'First-Person', 'Female Protagonist', 'Dystopian', 'Shooter', 'Story Rich', 'Atmospheric', 'Classic', 'Illuminati', 'Action RPG', 'Conspiracy', 'Adventure']",,,['win'],,,"[337000, 238010, 6910, 17410, 108800, 1233570, 377160, 214490, 10680, 258180, 939960, 955050, 220, 8870, 8980, 17300, 201810, 612880]"
688,47890,The Sims™ 3,Simulation,"₹ 1,499","₹ 1,499","2 Jun, 2009",The Sims Studio,Electronic Arts,Very Positive,442,Very Positive,18545,86,"['Life Sim', 'Simulation', 'Character Customization', 'Sandbox', 'Building', 'Singleplayer', 'Casual', 'Funny', 'Moddable', 'RPG', 'Romance', 'Family Friendly', 'Comedy', 'Adventure', 'Multiplayer', 'Replay Value', 'Nudity', 'Great Soundtrack', 'Strategy', 'Action']",,,['win'],,,"[413150, 666140, 1222670, 311260, 4000, 736190, 255710, 678900, 261550, 428690, 703080, 493340, 535930, 621060, 220200, 613100, 1062160, 641320]"
689,252690,Fantasy Grounds,Indie,₹ 849,₹ 424,"9 May, 2014","SmiteWorks USA, LLC","SmiteWorks USA, LLC",Mostly Positive,38,Mostly Positive,778,0,"['RPG', 'Software', 'Strategy', 'Online Co-Op', 'Indie', 'Dungeons & Dragons', 'Turn-Based', 'Fantasy', 'Tabletop', 'Sandbox', 'Utilities', 'Game Development', 'Story Rich', 'Party-Based RPG', 'Multiplayer', 'Old School', 'Board Game']",,,"['win', 'mac']","['OS: Windows 7, Windows 8 or Windows 10', 'Processor: 1.6 GHz or higher processor', 'Memory: 1 GB RAM', 'DirectX: Version 9.0', 'Network: Broadband Internet connection', 'Storage: 500 MB available space', 'Sound Card: n/a', 'Additional Notes: Requirements vary by the add-ons installed and the number of players connecting to your game.']","['OS: Windows 7 or Windows 8', 'Processor: 2.00 GHz or higher', 'Memory: 4 GB RAM', 'Graphics: Graphics card recommended', 'DirectX: Version 9.0', 'Network: Broadband Internet connection', 'Storage: 2 GB available space', 'Additional Notes: Requirements vary by the add-ons installed and the number of players connecting to your game.']","[527230, 286160, 247000, 290340, 763890, 663380, 606230, 293260, 889080, 576770, 832770, 453690, 1001040, 837400, 253510, 431810, 295590, 773590]"
690,346900,AdVenture Capitalist,Casual,Free,Free,"30 Mar, 2015",Hyper Hippo Games,Hyper Hippo Games,Very Positive,363,Very Positive,43391,0,"['Free to Play', 'Clicker', 'Capitalism', 'Singleplayer', 'Casual', 'Management', 'Simulation', 'Indie', 'Point & Click', 'Funny', '2D', 'Adventure', 'Strategy', 'Touch-Friendly', 'Real-Time', 'Addictive', 'Comedy', 'Memes', 'Family Friendly', 'Sandbox']",,,"['win', 'mac', 'linux']",,,"[627690, 1013320, 1147690, 777130, 363970, 1258080, 506140, 402840, 588430, 610080, 535930, 606150, 397900, 641320, 621060, 433340, 629910, 508440]"
691,215830,Closers,Action,Free,Free,"6 Feb, 2018",Naddic Games,En Masse Entertainment,Very Positive,35,Mostly Positive,3694,0,"['Anime', 'Free to Play', 'Massively Multiplayer', 'Action', 'RPG', 'Hack and Slash', 'MMORPG', 'Multiplayer', 'Character Customization', 'JRPG', ""Beat 'em up"", 'Side Scroller', 'Nudity', 'Sexual Content', 'Great Soundtrack', 'Adventure', 'Singleplayer', 'Open World', 'Indie', 'Early Access']",,,['win'],"['OS: Windows 7 or later', 'Processor: Intel/AMD Dual Core', 'Memory: 2 GB RAM', 'Graphics: Geforce 7600', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 5 GB available space']","['OS: Windows 7 or later', 'Processor: Intel Core i3', 'Memory: 4 GB RAM', 'Graphics: Geforce 8000', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 5 GB available space']","[439350, 372000, 39210, 495910, 550470, 238960, 237310, 9900, 109600, 537180, 607890, 212500, 200210, 8500, 626690, 304050, 844870, 438040]"
692,523030,Tank Universal 2,Action,₹ 349,₹ 261,"13 Oct, 2016",Phil Jones,Dialogue Design,Positive,28,Positive,28,0,"['Action', 'Indie', 'Simulation', 'Tanks', 'First-Person', 'Singleplayer', '3D', 'Stylized', 'Wargame', 'Atmospheric', 'Beautiful', 'Old School', 'Sci-fi', 'Epic', 'Retro', 'FPS']",,"Inspired by the shapes and spaces of Tron and the gameplay of Battlezone, the sequel to 'Tank Universal' has arrived!",['win'],"['OS: Windows XP Service Pack 3', 'Processor: Dual Core CPU', 'Memory: 4 GB RAM', 'Graphics: Dedicated graphics card  - may not perform on integrated sets', 'DirectX: Version 9.0', 'Storage: 500 MB available space', 'Sound Card: Any on-board chip will work.']","['OS: Windows 10', 'Processor: Intel i7 CPU @ 2.6GHz or higher', 'Memory: 8 GB RAM', 'Graphics: nVidia GTX 760 w/ 1GB VRAM or better', 'DirectX: Version 9.0', 'Storage: 500 MB available space', 'Sound Card: Ideally, something with Surround capabilities.']","[674500, 753640, 407130, 520950, 1122720, 865540, 814740, 1012790, 587000, 286280, 1267310, 1334840, 954280, 386880, 298240, 675170, 346460, 359100]"
693,578330,LEGO® City Undercover,Action,"₹ 2,750","₹ 2,750","4 Apr, 2017",Traveller's Tales,TT Games,Very Positive,40,Mostly Positive,1212,80,"['LEGO', 'Open World', 'Action', 'Adventure', 'Comedy', 'Funny', 'Family Friendly', 'Co-op', 'Multiplayer', 'Singleplayer', 'Sandbox', 'Racing', 'Local Co-Op', 'Crime', 'Exploration', 'Split Screen']",,"Join the Chase! In LEGO® CITY Undercover, play as Chase McCain, a police officer who's been tasked with going undercover to hunt down the notorious – and recently escaped – criminal Rex Fury and putting an end to his city-wide crime wave. With two player co-op, friends can explore the sprawling open-world metropolis that is LEGO® City, with more than 20 unique districts to investigate, car thieves to bust, hilarious movie references to discover, vehicles to drive, and hundreds of collectibles. LEGO CITY Undercover brings together witty, original storytelling with signature LEGO humor to create a fun-filled experience for players of all ages to enjoy.",['win'],"['OS: Windows 7/8/8.1/10 x64', 'Processor: Intel Core i5-760 (4 * 2800) or equivalent, AMD Athlon X4 740 (2 * 3200) or equivalent', 'Memory: 4 GB RAM', 'Graphics: GeForce 560 Ti (1024 MB), Radeon HD 5850 (1024 MB)', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 18 GB available space']","['OS: Windows 7/8/8.1/10 x64', 'Processor: Intel Core i7-950 (4 * 3000) or equivalent, AMD FX-6100 (6 * 3300) or equivalent', 'Memory: 4 GB RAM', 'Graphics: GeForce GTX 660 (2048 MB), Radeon HD 7850 (2048 MB)', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 18 GB available space']","[32440, 438640, 647830, 32510, 21130, 214510, 405310, 552100, 249130, 352400, 332310, 204120, 285160, 829110, 313690, 477160, 311770, 387990]"
694,1213210,Command & Conquer™ Remastered Collection,Strategy,₹ 999,₹ 999,"5 Jun, 2020","Petroglyph, Lemon Sky Studios",Electronic Arts,Very Positive,9806,Very Positive,9806,0,"['Strategy', 'RTS', 'Classic', 'Great Soundtrack', 'Base Building', 'Masterpiece', 'Multiplayer', 'FMV', ""1990's"", 'War', 'Singleplayer', 'Level Editor', 'Replay Value', 'Remake', 'PvP', 'Soundtrack', 'Cinematic', 'Tanks', 'Isometric', 'Games Workshop']",,"Command & Conquer and Red Alert defined the RTS genre 25 years ago and are now both fully remastered in 4K by the former Westwood Studios team members at Petroglyph Games. Includes all 3 expansion packs, rebuilt multiplayer, a modernized UI, Map Editor, bonus gallery of unreleased FMV footage, and over 7 hours of legendary remastered music by Frank Klepacki. Welcome back, Commander.",['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 8.1/10 (64-bit Version)', 'Processor: Intel Core 2 Duo E4600 @ 2.4ghz or AMD Athlon 64 X2 6400 @ 2.4ghz', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GT 420 or ATI Radeon HD 5570', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 32 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 8.1/10 (64-bit Version)', 'Processor: Intel Core i5 4690K or AMD Ryzen 7 1700', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 660 or ATI Radeon HD 7850', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 32 GB available space', 'Additional Notes: Hard Drive Space: 32 GB on SSD']","[813780, 221380, 105450, 4570, 1017900, 24790, 266840, 287450, 17480, 24800, 459220, 779340, 244160, 32470, 231430, 214950, 24810, 4700]"
695,1178400,Pro Cycling Manager 2020,Simulation,"₹ 2,099","₹ 2,099","4 Jun, 2020",Cyanide Studio,Nacon,Mostly Positive,61,Mostly Positive,61,0,"['Simulation', 'Sports', 'Strategy', 'Management', 'Cycling', 'Co-op', 'Team-Based', 'Realistic', 'Singleplayer', 'Atmospheric', 'Replay Value', 'Economy', 'Score Attack', 'Relaxing', 'Casual']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7/8/10 64-bit', 'Processor: AMD/Intel dual-core 2.5 GHz', 'Memory: 4 GB RAM', 'Graphics: 512 Mo, ATI Radeon HD 5570/NVIDIA GeForce GT 240/Intel HD 4600', 'DirectX: Version 9.0', 'Storage: 13 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 x64', 'Processor: AMD/Intel quad-core 3.0 GHz', 'Memory: 8 GB RAM', 'Graphics: 1 GB, AMD Radeon HD 7850/NVIDIA GeForce GTX 560', 'DirectX: Version 11', 'Storage: 13 GB available space']","[936140, 255710, 493340, 703080, 1066780, 648350, 323190, 868360, 227300, 460920, 773790, 503560, 991170, 451340, 515220, 834280, 239820, 897410]"
696,715560,Eastshade,Adventure,₹ 569,₹ 284,"13 Feb, 2019",Eastshade Studios,Eastshade Studios,Very Positive,108,Very Positive,2234,78,"['Exploration', 'Relaxing', 'Beautiful', 'Open World', 'Atmospheric', 'Adventure', 'Walking Simulator', 'First-Person', 'Singleplayer', 'Indie', 'Colorful', 'Casual', 'Interactive Fiction', 'Nature', 'RPG', 'Story Rich', 'Fantasy', 'Great Soundtrack']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/715560/extras/minibooth_laurel.png?t=1572175994""> </img></div>",,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: Intel i5-750/AMD Phenom II X4-945', 'Memory: 6 GB RAM', 'Graphics: Nvidia GTX 560 Ti/Radeon HD 6950', 'DirectX: Version 11', 'Storage: 3 GB available space']",['Requires a 64-bit processor and operating system'],"[638230, 753640, 227300, 305620, 377160, 270880, 962580, 433340, 275850, 412020, 264710, 22330, 210970, 211820, 242760, 563840, 383870, 746850]"
697,1147690,NGU IDLE,Adventure,Free,Free,"1 Oct, 2019",4G,4G,Overwhelmingly Positive,305,Overwhelmingly Positive,3748,0,"['Free to Play', 'Indie', 'Adventure', 'Idler', 'Simulation', 'Clicker', 'Funny', 'RPG', 'Casual', 'Singleplayer', 'Psychological Horror']",,Everyone likes numbers that go up. Play NGU IDLE and get the exciting rush of so many numbers going up!,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7, 8, 8.1, 10. XP? Who the heck is still using XP?', ""Processor: If it was made after 2010 you're good."", 'Memory: 2 GB RAM', 'Graphics: Probably everything works, even integrated ( but you might have slideshow FPS)', 'Network: Broadband Internet connection', 'Storage: 150 MB available space', ""Sound Card: lol there's no audio at all"", 'Additional Notes: Hi Dad']",['Requires a 64-bit processor and operating system'],"[627690, 1013320, 1158980, 840260, 438040, 459820, 1258080, 992070, 777130, 977400, 766570, 346900, 363970, 402840, 466170, 1160750, 506140, 236110]"
698,205610,Port Royale 3,Action,₹ 479,₹ 479,"4 May, 2012",Gaming Minds Studios,Kalypso Media Digital,Very Positive,10,Mostly Positive,724,0,"['Strategy', 'Trading', 'Simulation', 'Economy', 'Pirates', 'Management', 'Naval', 'Action', 'Historical', 'Open World', 'Naval Combat', 'Sailing', 'Singleplayer', 'Adventure']",,,['win'],"['OS:Windowx XP / Vista / 7 ', 'Processor:Dualcore CPU ', 'Memory:2 GB RAM ', 'Graphics:Shader Model 2.0 PCIe (Geforce 7 Series, Radeon X2000-Series) ', 'DirectX®:dx90c ', 'Hard Drive:3 GB HD space ', 'Other Requirements:Broadband Internet connection']","['OS:Windows 7 ', 'Processor:Quadcore CPU ', 'Memory:4 GB RAM ', 'Graphics:Shader Model 3.0 PCIe, DirectX 10 ', 'DirectX®:dx10 ', 'Hard Drive:3 GB HD space ', 'Other Requirements:Broadband Internet connection']","[503940, 311310, 648350, 494840, 3920, 420290, 541210, 57620, 2820, 12470, 512470, 576260, 326410, 8170, 1136160, 418180, 310470, 33570]"
699,727850,ELDERBORN,Action,₹ 459,₹ 459,"30 Jan, 2020",Hyperstrange,Hyperstrange,Very Positive,59,Very Positive,403,0,"['Action', 'Indie', 'FPS', 'Dark Fantasy', 'Difficult', 'Singleplayer', 'Atmospheric', 'First-Person', 'Souls-like', 'Hack and Slash', 'Dark', 'Violent', 'Gore', 'Dungeon Crawler', 'Fantasy', 'Perma Death', 'RPG']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7, 8.1, 10', 'Processor: Intel Core i5-7500', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 780M', 'Storage: 2 GB available space']",['Requires a 64-bit processor and operating system'],"[552500, 570940, 814380, 262060, 493520, 335300, 367520, 219990, 418370, 581320, 955050, 678960, 1238840, 774361, 1238810, 379720, 555160, 973580]"
700,365360,Battle Brothers,Indie,₹ 729,₹ 729,"24 Mar, 2017",Overhype Studios,Overhype Studios,Very Positive,179,Very Positive,9312,80,"['Strategy', 'Turn-Based Combat', 'Medieval', 'RPG', 'Turn-Based Tactics', 'Open World', 'Turn-Based', 'Difficult', 'Singleplayer', 'Sandbox', 'Tactical', 'Indie', 'Procedural Generation', 'Perma Death', 'Replay Value', 'Fantasy', 'Roguelike', 'Turn-Based Strategy', 'CRPG', 'Great Soundtrack']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/365360/extras/rpg_france_approved.png?t=1584710146""><br/><strong>Approved by RPG France</strong> </img></div>",,['win'],"['OS: Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10', 'Processor: 1.2 Ghz', 'Memory: 1024 MB RAM', 'Graphics: OpenGL 3.3 compatible video card with 512 MB', 'Storage: 1500 MB available space', 'Additional Notes: Make sure your video drivers are up-to-date!']","['OS: Windows 7, Windows 8, Windows 10', 'Processor: 2+ Ghz', 'Memory: 2048 MB RAM', 'Graphics: OpenGL 3.3 compatible video card with 1024 MB', 'Storage: 1500 MB available space', 'Additional Notes: Make sure your video drivers are up-to-date!']","[268500, 262060, 1181830, 807120, 470310, 276810, 489630, 261550, 673880, 625960, 612570, 485460, 978520, 48700, 637090, 1184050, 1072040, 699170]"
701,291650,Pillars of Eternity,RPG,₹ 729,₹ 729,"26 Mar, 2015",Obsidian Entertainment,Paradox Interactive,Very Positive,164,Very Positive,10040,89,"['RPG', 'Fantasy', 'Isometric', 'Story Rich', 'Singleplayer', 'CRPG', 'Party-Based RPG', 'Real-Time with Pause', 'Adventure', 'Kickstarter', 'Atmospheric', 'Dark Fantasy', 'Character Customization', 'Open World', 'Exploration', 'Classic', 'Strategy', 'Great Soundtrack', 'Indie', 'Crowdfunded']",,,"['win', 'mac', 'linux']","['OS: Windows Vista 64-bit or newer', 'Processor: Intel Core i3-2100T @ 2.50 GHz / AMD Phenom II X3 B73', 'Memory: 4 GB RAM', 'Graphics: ATI Radeon HD 4850 or NVIDIA GeForce 9600 GT', 'Storage: 14 GB available space', 'Sound Card: DirectX Compatible Sound Card']","['OS: Windows Vista 64-bit or newer', 'Processor: Intel Core i5-2400 @ 3.10 GHz / AMD Phenom II X6 1100T', 'Memory: 8 GB RAM', 'Graphics: Radeon HD 7700 or NVIDIA GeForce GTX 570', 'Storage: 14 GB available space', 'Sound Card: DirectX Compatible Sound Card']","[560130, 228280, 640820, 257350, 435150, 321800, 362960, 466300, 632470, 373420, 704450, 489830, 292030, 973760, 22330, 17450, 359870, 377840]"
702,357190,ULTIMATE MARVEL VS. CAPCOM 3,Action,"₹ 2,069","₹ 2,069","6 Mar, 2017","CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",Very Positive,36,Very Positive,2035,0,"['Fighting', 'Action', '2D Fighter', 'Superhero', 'Multiplayer', 'Arcade', 'Comic Book', 'Competitive', 'Great Soundtrack', '2.5D', 'Anime', 'Local Multiplayer', 'Singleplayer']",,"Marvel and Capcom join forces to deliver the most frenetic 3 vs. 3 tag battles ever with Ultimate Marvel vs. Capcom 3.  This release comes fully loaded, including all previous DLC, and the Marvel vs. Capcom: Official Complete Works.  Select some of the most iconic Marvel and Capcom characters, and customize your team with ""Heroes and Heralds"" mode.  Once you've honed your skills, hop online and go head-to-head against players from around the world to see who is the strongest in the universe.",['win'],"['OS: Windows® 7 SP1/ 8/ 8.1 (64-BIT Required)', 'Processor: Intel® Core™ 2 Duo 2.4 GHz, or better', 'Memory: 2 GB RAM', 'Graphics: NVIDIA® GeForce® GTX260, or better', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 4 GB available space', 'Sound Card: DirectSound compatible (must support DirectX 9.0c or higher)', 'Additional Notes: Genuine Xbox 360 PC compatible controller recommended.']","['OS: Windows® 7 SP1/ 8/ 8.1/ 10 (64-BIT Required)', 'Processor: Intel® Core™ 2 Quad 2.7 GHz, or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 560, or better', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 4 GB available space', 'Sound Card: DirectSound compatible (must support DirectX 9.0c or higher)', 'Additional Notes: Genuine Xbox 360 PC compatible controller recommended.']","[493840, 627270, 310950, 383980, 976310, 577940, 242700, 245170, 389730, 520440, 571260, 222940, 574980, 307780, 45760, 586200, 553310, 544750]"
703,914260,HALF DEAD 2,Action,₹ 199,₹ 199,"2 Aug, 2019",Room710Games,Room710Games,Mostly Positive,37,Very Positive,1353,0,"['Gore', 'Survival', 'Adventure', 'Massively Multiplayer', 'Action', 'Violent', 'Co-op', 'Multiplayer', 'First-Person', 'Horror', 'Online Co-Op', 'PvP', 'Early Access', 'Puzzle', 'Singleplayer']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 64bit', 'Processor: Intel Core i3', 'Memory: 6 GB RAM', 'Graphics: NVIDIA GeForce GTX 660 / AMD Radeon RX 360 / Laptop NVIDIA GTX 860M or MX150', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 3 GB available space', 'Sound Card: DirectX compatible sound card', 'Additional Notes: Requires a 64-bit processor and operating system']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64bit', 'Processor: Intel Core i5', 'Memory: 8 GB RAM', 'Graphics: NVidia Geforce GTX 970, 1060/ equivalent AMD Radeon', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 3 GB available space', 'Sound Card: DirectX compatible sound card', 'Additional Notes: Requires a 64-bit processor and operating system']","[381210, 895400, 232090, 239140, 346110, 550, 493520, 418370, 1151340, 438740, 495420, 594650, 221100, 440900, 552500, 617290, 376210, 578080]"
704,928600,F1® 2019,Racing,"₹ 1,299","₹ 1,299","27 Jun, 2019",Codemasters,Codemasters,Very Positive,475,Very Positive,8986,87,"['Racing', 'Simulation', 'Sports', 'Automobile Sim', 'Multiplayer', 'Driving', 'Realistic', 'Singleplayer', 'VR', 'Arcade']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: 64 bit Versions of Windows 7, Windows 8, Windows 10', 'Processor: Intel i3 2130 / AMD FX4300', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX640 / HD7750', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 80 GB available space', 'Sound Card: DirectX Compatible Soundcard', 'Additional Notes: Requires a 64-bit processor and operating system']","['Requires a 64-bit processor and operating system', 'OS: 64 bit Version of Windows 10', 'Processor: Intel i5 9600k / AMD Ryzen 5 2600x', 'Memory: 16 GB RAM', 'Graphics: Nvidia GTX 1660ti / RX590', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 80 GB available space', 'Sound Card: DirectX Compatible Soundcard', 'Additional Notes: Requires a 64-bit processor and operating system']","[266410, 378860, 805550, 690790, 244210, 365960, 228380, 211500, 520950, 635260, 645630, 421020, 234630, 646910, 47870, 284160, 1127980, 621830]"
705,213850,Magic 2014 — Duels of the Planeswalkers,Strategy,₹ 349,₹ 349,"26 Jun, 2013",Stainless Games,Wizards of the Coast LLC,Very Positive,3623,Very Positive,3623,0,"['Card Battler', 'Card Game', 'Deckbuilding', 'Strategy', 'Trading Card Game', 'Turn-Based', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Magic', 'Board Game', 'Co-op', 'Turn-Based Strategy', 'Masterpiece']",,,['win'],,,"[453480, 646570, 531640, 861540, 97330, 476420, 1150640, 583950, 49470, 544810, 1016730, 601510, 1284410, 681730, 320430, 438140, 509580, 919370]"
706,234330,MARVEL Puzzle Quest,Casual,Free,Free,"5 Dec, 2013",Demiurge Studios,D3 Go!,Mixed,15,Mixed,3706,0,"['Free to Play', 'Puzzle', 'Match 3', 'Casual', 'Superhero', 'RPG', 'Addictive', 'Singleplayer', 'Strategy', 'Multiplayer', 'Comic Book', '2D']",,,['win'],,,"[329110, 601510, 1258080, 627690, 9880, 588430, 506140, 78000, 47410, 99910, 363970, 402840, 482920, 3480, 610080, 444640, 897330, 61700]"
707,801630,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],Action,₹ 899,₹ 899,"20 Aug, 2018",FRENCH-BREAD,Arc System Works,Very Positive,33,Very Positive,1159,0,"['2D Fighter', 'Action', 'Fighting', 'Anime', 'Great Soundtrack', 'Competitive', 'Tutorial', 'Local Multiplayer', 'Visual Novel', 'Story Rich', 'Singleplayer', 'Controller', 'eSports', 'Difficult', 'Cute', 'Pixel Graphics', 'Fantasy', 'Soundtrack']",,,['win'],,,"[310950, 702890, 520440, 245170, 383980, 976310, 586140, 389730, 222940, 45760, 577940, 349040, 571260, 411370, 493840, 357190, 553310, 307780]"
708,15200,Silent Hunter®: Wolves of the Pacific,Simulation,₹ 499,₹ 499,"20 Mar, 2007",Ubisoft Romania,Ubisoft,Very Positive,11,Mixed,504,79,"['Simulation', 'Submarine', 'World War II', 'Naval Combat', 'Naval', 'Military']",,"Hunt, hide and kill as you take command of U.S. submarines and crews and navigate the treacherous waters of the Pacific during WWII.",['win'],,,"[494840, 490920, 15210, 48110, 541210, 552990, 8170, 236390, 15240, 394360, 311310, 365260, 736220, 6870, 552080, 919640, 686810, 991810]"
